MIDLANDS PROVINCE 2018 HARMONISED ELECTIONS PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATION NAME,Polling Station Code,"Busha Joseph Makamba
FreeZim Congress","Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
National Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe South,Gokwe Central,Gokwe Town Council,5,Apostolic Faith Church Tent,2301GTC0501,1,454,0,0,0,2,2,3,0,0,0,0,0,0,156,1,0,0,0,0,0,0,1,7,0,627,620
Gokwe South,Gokwe Central,Gokwe Town Council,5,Checkers Tuckshop Tent,2301GTC0502 A,1,416,0,0,0,0,0,1,0,0,0,1,0,0,112,0,0,1,4,0,0,0,0,3,0,539,536
Gokwe South,Gokwe Central,Gokwe Town Council,5,Checkers Tuckshop Tent,2301GTC0502 B,0,413,0,0,0,0,2,3,0,0,0,1,0,0,120,1,1,0,0,0,0,0,0,8,0,549,541
Gokwe South,Gokwe Central,Gokwe Town Council,5,Mapfungautsi Extension Tent,2301GTC0503,0,74,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,100,99
Gokwe South,Gokwe Central,Gokwe Town Council,5,St Pauls Gokwe Primary School,2301GTC0504,0,55,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,1,0,73,72
Gokwe South,Gokwe Central,Gokwe Town Council,5,Towerlight Mapfungautsi Tent,2301GTC0505 A,1,295,0,0,1,0,0,2,0,0,0,0,0,0,127,0,0,1,1,0,0,0,0,5,0,433,428
Gokwe South,Gokwe Central,Gokwe Town Council,5,Towerlight Mapfungautsi Tent,2301GTC0505 B,3,322,0,0,0,0,0,2,1,0,0,0,0,0,93,1,1,0,0,0,0,1,0,3,0,427,424
,,,,7 Polling Stations,Ward Total,6,2029,0,0,1,2,4,13,1,0,0,2,0,0,647,3,2,2,5,0,0,2,1,28,0,2748,2720
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe South,Gokwe Central,Gokwe Town Council,6,Cheziya High School,2301GTC0601,1,281,0,0,0,1,1,6,0,0,1,1,0,0,99,0,0,1,0,0,0,0,0,1,0,393,392
Gokwe South,Gokwe Central,Gokwe Town Council,6,Ngoma Business Centre Tent,2301GTC0602,1,217,1,0,0,0,1,3,0,1,0,0,0,0,173,1,1,2,1,2,0,0,0,7,0,411,404
,,,,2 Polling Stations,Ward Total,2,498,1,0,0,1,2,9,0,1,1,1,0,0,272,1,1,3,1,2,0,0,0,8,0,804,796
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe Central Constituency Total,,,,,,157,11588,66,9,27,88,64,241,21,23,17,11,27,27,11263,90,17,40,86,35,29,25,35,446,0,23271,22835
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe South,Gokwe Kana,Gokwe South RDC,1,Manoti Business Centre Tent,2300GOS0101,2,293,1,1,0,1,0,3,0,0,0,1,1,0,441,2,0,2,0,1,0,1,3,23,0,776,753
Gokwe South,Gokwe Kana,Gokwe South RDC,1,Dhumu Business Centre Tent,2300GOS0102,1,53,0,1,0,0,1,2,0,0,1,0,0,0,181,0,1,0,0,2,0,0,1,13,0,257,244
Gokwe South,Gokwe Kana,Gokwe South RDC,1,Dzvuke Primary School,2300GOS0103,2,62,0,4,0,2,0,6,0,0,1,0,1,0,460,1,2,4,1,2,1,0,1,35,0,585,550
Gokwe South,Gokwe Kana,Gokwe South RDC,1,Muchadeyi Secondary School,2300GOS0104,5,129,2,1,2,0,0,7,0,0,1,1,0,2,440,1,0,0,2,0,2,0,1,33,0,629,596
Gokwe South,Gokwe Kana,Gokwe South RDC,1,St Hughs Mazinyo Primary School,2300GOS0105 A,1,94,5,0,0,1,0,1,0,0,0,0,0,0,304,1,0,1,0,1,0,1,0,16,0,426,410
Gokwe South,Gokwe Kana,Gokwe South RDC,1,St Hughs Mazinyo Primary School,2300GOS0105 B,1,68,3,3,1,1,2,3,0,0,0,0,0,0,323,1,1,0,0,0,1,0,1,29,0,438,409
Gokwe South,Gokwe Kana,Gokwe South RDC,1,St Hughs Mazinyo Secondary School,2300GOS0106,4,109,1,1,0,3,5,7,3,0,0,0,0,2,439,4,0,0,0,2,2,2,0,25,0,609,584
,,,,7 Polling Stations,Ward Total,16,808,12,11,3,8,8,29,3,0,3,2,2,4,2588,10,4,7,3,8,6,4,7,174,0,3720,3546
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe South,Gokwe Kana,Gokwe South RDC,2,Kana Business Centre Tent,2300GOS0201,4,118,1,0,0,0,0,5,1,0,1,0,0,4,268,0,0,1,1,0,1,0,1,19,0,425,406
Gokwe South,Gokwe Kana,Gokwe South RDC,2,Kana Secondary School,2300GOS0202,1,198,1,0,0,0,0,2,0,0,0,0,0,0,248,1,0,2,1,0,0,1,0,9,0,464,455
Gokwe South,Gokwe Kana,Gokwe South RDC,2,Magedhe Primary School,2300GOS0203,1,133,0,0,1,2,0,0,0,1,1,0,1,0,103,1,0,1,0,0,0,0,0,4,0,249,245
Gokwe South,Gokwe Kana,Gokwe South RDC,2,Ndarire Primary School,2300GOS0204,4,231,1,1,1,1,0,6,0,0,0,0,0,3,345,2,0,0,0,0,1,0,0,5,0,601,596
Gokwe South,Gokwe Kana,Gokwe South RDC,2,Tachi Primary School,2300GOS0205,1,58,0,1,0,1,0,4,0,0,0,0,0,2,208,2,1,1,0,0,0,2,1,10,0,292,282
,,,,5 Polling Stations,Ward Total,11,738,3,2,2,4,0,17,1,1,2,0,1,9,1172,6,1,5,2,0,2,3,2,47,0,2031,1984
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe South,Gokwe Kana,Gokwe South RDC,21,Chehanga Primary School,2300GOS2101,2,98,3,0,0,2,0,3,0,0,1,0,0,0,251,2,0,0,1,0,0,1,1,3,0,368,365
Gokwe South,Gokwe Kana,Gokwe South RDC,21,Choto Primary School,2300GOS2102 A,1,107,1,0,0,2,2,5,0,0,0,0,0,0,327,4,0,0,1,1,0,1,0,10,0,462,452
Gokwe South,Gokwe Kana,Gokwe South RDC,21,Choto Primary School,2300GOS2102 B,5,97,5,0,0,1,1,6,0,1,0,1,0,2,330,0,0,0,2,0,0,0,1,8,0,460,452
Gokwe South,Gokwe Kana,Gokwe South RDC,21,Jiri Primary School,2300GOS2103,2,114,2,1,0,3,0,0,0,0,0,0,0,0,111,1,1,0,0,0,0,1,0,8,0,244,236
Gokwe South,Gokwe Kana,Gokwe South RDC,21,Ndoza Clinic,2300GOS2104,1,127,3,1,1,2,0,6,1,1,0,0,0,1,330,0,1,2,0,1,1,0,0,6,0,485,479
Gokwe South,Gokwe Kana,Gokwe South RDC,21,Paradza Primary School,2300GOS2105,7,224,6,0,0,3,3,7,2,1,0,1,0,0,533,7,2,2,1,4,1,3,0,8,0,815,807
Gokwe South,Gokwe Kana,Gokwe South RDC,21,Zengeya Primary School,2300GOS2106,4,78,3,0,1,2,2,5,1,1,0,0,0,1,253,0,0,1,1,1,1,0,4,5,0,364,359
,,,,7 Polling Stations,Ward Total,22,845,23,2,2,15,8,32,4,4,1,2,0,4,2135,14,4,5,6,7,3,6,6,48,0,3198,3150
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe South,Gokwe Kana,Gokwe South RDC,22,Gwetsanga Primary School,2300GOS2201,2,189,3,0,0,4,0,8,0,1,0,0,0,2,224,5,2,0,1,0,0,1,2,13,0,457,444
Gokwe South,Gokwe Kana,Gokwe South RDC,22,Maboke Primary School,2300GOS2202,3,133,2,0,2,1,0,8,0,0,0,0,0,0,150,0,0,0,0,1,0,0,0,6,0,306,300
Gokwe South,Gokwe Kana,Gokwe South RDC,22,Marimasimbe Secondary School,2300GOS2203,1,79,1,0,0,1,0,2,0,0,0,0,1,0,77,2,0,0,0,1,0,0,0,3,0,168,165
Gokwe South,Gokwe Kana,Gokwe South RDC,22,Marirarangwe Primary School,2300GOS2204,1,81,0,1,0,0,1,4,0,0,1,0,0,1,199,1,0,0,0,0,0,0,1,5,0,296,291
Gokwe South,Gokwe Kana,Gokwe South RDC,22,Mudzimundiringe Primary School,2300GOS2205,3,182,2,0,0,3,7,11,1,2,2,1,0,2,388,2,0,0,1,2,0,2,1,17,0,629,612
Gokwe South,Gokwe Kana,Gokwe South RDC,22,Sengejira Business Centre Tent,2300GOS2206,1,125,1,0,0,3,1,8,1,0,0,1,1,0,134,0,1,0,0,1,0,0,0,10,0,288,278
,,,,6 Polling Stations,Ward Total,11,789,9,1,2,12,9,41,2,3,3,2,2,5,1172,10,3,0,2,5,0,3,4,54,0,2144,2090
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe South,Gokwe Kana,Gokwe South RDC,26,Gadza Primary School,2300GOS2601,5,236,2,0,3,1,1,3,1,1,0,0,0,0,155,2,0,0,1,0,0,0,0,14,0,425,411
Gokwe South,Gokwe Kana,Gokwe South RDC,26,Kambe Primary School,2300GOS2602,4,37,1,0,3,5,1,2,0,0,0,0,1,2,445,1,0,1,0,1,2,0,0,10,0,516,506
Gokwe South,Gokwe Kana,Gokwe South RDC,26,Mkoka Secondary School,2300GOS2603,9,188,1,1,0,2,0,11,1,0,1,1,1,3,329,3,3,2,0,0,0,1,0,23,0,580,557
Gokwe South,Gokwe Kana,Gokwe South RDC,26,Ndandulo Business Centre Tent,2300GOS2604,2,15,1,2,0,3,1,1,0,1,0,1,0,1,321,0,0,0,2,0,0,0,1,20,0,372,352
Gokwe South,Gokwe Kana,Gokwe South RDC,26,Selima Primary School,2300GOS2605,4,279,2,0,3,2,3,8,0,2,1,0,2,1,121,3,0,3,0,1,1,0,1,24,0,461,437
,,,,5 Polling Stations,Ward Total,24,755,7,3,9,13,6,25,2,4,2,2,4,7,1371,9,3,6,3,2,3,1,2,91,0,2354,2263
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe South,Gokwe Kana,Gokwe South RDC,27,Chehamba Primary School,2300GOS2701,2,22,4,0,0,1,3,5,3,0,1,0,0,0,202,1,0,1,0,0,0,0,1,10,0,256,246
Gokwe South,Gokwe Kana,Gokwe South RDC,27,Chevecheve Business Centre Tent,2300GOS2702,3,82,3,0,1,1,3,4,0,1,1,0,0,0,217,1,0,0,1,0,0,0,0,22,0,340,318
Gokwe South,Gokwe Kana,Gokwe South RDC,27,Lutotshwana Primary School,2300GOS2703,7,141,0,0,0,1,1,11,0,0,1,0,1,0,184,1,0,0,2,1,2,0,1,19,0,373,354
Gokwe South,Gokwe Kana,Gokwe South RDC,27,Mbungu Primary School,2300GOS2704,1,66,2,0,2,1,0,6,1,0,0,0,0,1,217,0,0,0,1,1,1,0,0,5,0,305,300
Gokwe South,Gokwe Kana,Gokwe South RDC,27,Msala Clinic,2300GOS2705,10,120,5,2,2,2,2,3,2,0,2,1,0,1,339,1,0,2,1,0,1,0,0,22,0,518,496
Gokwe South,Gokwe Kana,Gokwe South RDC,27,Msala Primary School,2300GOS2706,6,44,1,0,1,5,2,3,0,0,0,2,0,0,188,4,0,2,0,0,1,2,0,47,0,308,261
Gokwe South,Gokwe Kana,Gokwe South RDC,27,Mwambani Primary School,2300GOS2707,18,182,5,2,3,5,3,17,1,1,1,1,1,2,278,5,3,4,2,4,2,1,2,65,0,608,543
Gokwe South,Gokwe Kana,Gokwe South RDC,27,Western boundary Business Centre Tent,2300GOS2708,2,22,0,0,0,2,0,0,0,0,0,1,0,0,103,2,0,0,0,0,0,0,1,9,0,142,133
,,,,8 Polling Stations,Ward Total,49,679,20,4,9,18,14,49,7,2,6,5,2,4,1728,15,3,9,7,6,7,3,5,199,0,2850,2651
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe South,Gokwe Kana,Gokwe South RDC,29,Chemba Primary School,2300GOS2901,3,64,1,0,2,2,0,5,0,1,0,1,0,0,243,2,0,0,2,0,0,3,0,20,0,349,329
Gokwe South,Gokwe Kana,Gokwe South RDC,29,Lukukwe Primary School,2300GOS2902,4,134,3,1,1,2,0,8,0,0,0,0,0,0,220,1,0,1,0,0,1,0,1,25,0,402,377
Gokwe South,Gokwe Kana,Gokwe South RDC,29,Lukukwe Secondary School,2300GOS2903,1,34,1,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,2,0,81,79
Gokwe South,Gokwe Kana,Gokwe South RDC,29,Mbombi Business Centre Tent,2300GOS2904,2,110,3,0,0,2,0,5,1,0,0,0,1,2,91,2,0,0,0,0,0,0,0,11,0,230,219
Gokwe South,Gokwe Kana,Gokwe South RDC,29,Muyambi Primary School,2300GOS2905,4,349,4,1,4,4,3,16,1,0,0,0,0,2,236,8,0,2,1,1,1,1,1,23,0,662,639
,,,,5 Polling Stations,Ward Total,14,691,12,2,7,10,3,34,2,1,0,1,1,4,833,13,0,3,3,1,2,4,2,81,0,1724,1643
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe South,Gokwe Kana,Gokwe South RDC,30,Mapiwa Primary School,2300GOS3001,4,233,5,1,0,2,0,12,1,0,1,0,1,1,146,4,0,4,1,2,1,0,1,44,0,464,420
Gokwe South,Gokwe Kana,Gokwe South RDC,30,Mateme Secondary School,2300GOS3002,4,98,2,0,0,0,0,2,0,1,1,0,0,1,333,0,0,0,0,0,0,0,0,22,0,464,442
Gokwe South,Gokwe Kana,Gokwe South RDC,30,Mbona Business Centre Tent,2300GOS3003,1,38,0,0,0,0,0,0,0,1,0,0,0,0,219,2,0,0,0,0,0,0,0,14,0,275,261
Gokwe South,Gokwe Kana,Gokwe South RDC,30,Nyaje Primary School,2300GOS3004,7,144,1,2,2,3,1,15,1,2,1,0,0,2,222,1,1,0,0,0,1,1,0,28,0,435,407
Gokwe South,Gokwe Kana,Gokwe South RDC,30,Nyaje Secondary School,2300GOS3005,1,160,3,1,0,0,1,3,1,2,0,0,1,0,113,0,1,2,1,0,2,0,0,11,0,303,292
,,,,5 Polling Stations,Ward Total,17,673,11,4,2,5,2,32,3,6,3,0,2,4,1033,7,2,6,2,2,4,1,1,119,0,1941,1822
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe Kana Constituency Total,,,,,,164,5978,97,29,36,85,50,259,24,21,20,14,14,41,12032,84,20,41,28,31,27,25,29,813,0,19962,19149
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,14,Gomoguru Secondary School,2300GOS1401 A,4,138,4,0,0,0,0,5,0,0,0,0,0,1,277,2,0,0,0,1,3,1,0,12,0,448,436
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,14,Gomoguru Secondary School,2300GOS1401 B,3,135,5,0,0,3,0,7,0,0,0,2,1,1,260,3,1,0,2,0,1,0,1,10,0,435,425
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,14,Gwanyika Primary School,2300GOS1402,6,76,0,0,0,0,0,3,1,0,0,1,0,0,172,0,0,1,0,0,0,0,1,14,0,275,261
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,14,Mapu Primary School,2300GOS1403 A,10,118,3,0,1,4,1,5,0,0,0,0,0,2,395,3,0,1,2,3,1,2,1,31,0,583,552
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,14,Mapu Primary School,2300GOS1403 B,3,133,6,0,2,6,2,5,0,0,0,1,0,1,418,3,0,1,0,3,0,1,0,8,0,593,585
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,14,Masawi Primary School,2300GOS1404,1,70,1,0,1,1,0,6,0,0,0,0,0,0,147,0,0,1,0,0,0,0,1,13,0,242,229
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,14,Muchorauri Business Centre Tent,2300GOS1405,5,210,4,0,2,5,0,12,0,1,0,2,1,0,393,4,2,4,0,2,0,0,0,14,0,661,647
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,14,Taonesa Business Centre Tent,2300GOS1406,7,191,5,0,0,2,0,6,0,0,1,0,1,2,448,2,1,3,2,2,0,2,0,15,0,690,675
,,,,8 Polling Stations,Ward Total,39,1071,28,0,6,21,3,49,1,1,1,6,3,7,2510,17,4,11,6,11,5,6,4,117,0,3927,3810
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,16,Bova Primary School,2300GOS1601,0,305,1,0,0,2,4,11,0,0,1,1,0,1,191,3,0,0,0,1,2,1,0,17,0,541,524
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,16,Chitapo Business Centre Tent,2300GOS1602,10,275,0,0,2,2,2,10,0,0,1,0,0,2,402,3,0,3,2,2,2,0,2,22,0,742,720
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,16,Dzvoritsvo Business Centre Tent,2300GOS1603,7,244,6,0,0,2,0,15,2,1,0,1,0,0,299,2,0,2,0,2,0,0,1,5,0,589,584
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,16,Machakata Primary School,2300GOS1604 A,3,203,0,0,0,3,1,4,0,0,0,0,0,1,209,3,0,0,0,0,3,1,0,5,0,436,431
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,16,Machakata Primary School,2300GOS1604 B,2,192,4,0,1,0,1,6,0,0,0,1,0,1,215,3,0,2,0,2,2,0,0,5,0,437,432
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,16,Mupedzanhamo Business Centre Tent,2300GOS1605,2,346,4,0,0,0,0,6,0,0,0,0,0,0,197,2,0,1,0,0,0,2,1,8,0,569,561
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,16,Nyawo Business Centre Tent,2300GOS1606,1,121,2,0,0,0,2,2,0,0,0,0,0,0,130,3,1,0,0,0,0,0,0,2,0,264,262
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,16,Simbe Primary School,2300GOS1607,2,171,0,0,0,1,2,9,1,0,0,0,0,1,233,3,2,0,1,0,1,0,0,4,0,431,427
,,,,8 Polling Stations,Ward Total,27,1857,17,0,3,10,12,63,3,1,2,3,0,6,1876,22,3,8,3,7,10,4,4,68,0,4009,3941
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,23,Chavanyati Primary School,2300GOS2301,11,213,4,2,2,2,4,9,0,0,0,0,1,2,241,3,1,1,0,3,0,0,1,14,0,514,500
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,23,Chidamoyo Primary School,2300GOS2302,9,75,1,0,0,1,1,4,0,0,0,0,0,0,149,2,0,0,0,0,0,0,0,2,0,244,242
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,23,Ganyungu Primary School,2300GOS2303 A,8,251,10,1,0,6,3,15,1,0,0,0,0,2,365,3,1,1,1,1,2,2,1,8,0,682,674
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,23,Ganyungu Primary School,2300GOS2303 B,6,270,5,0,0,2,0,8,0,1,0,0,0,1,349,3,1,2,0,0,2,0,2,9,0,661,652
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,23,Kasikana Primary School,2300GOS2304,2,142,3,0,0,3,1,5,1,2,0,1,1,1,328,5,0,1,0,1,0,0,1,4,0,502,498
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,23,Mudzongwe Primary School,2300GOS2305,4,339,6,1,1,4,1,5,1,0,1,0,1,2,311,7,0,4,1,2,1,1,2,10,0,705,695
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,23,Murandu Primary School,2300GOS2306,1,171,2,1,0,1,0,1,0,0,1,0,0,0,139,0,0,1,0,0,0,0,0,8,0,326,318
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,23,Tongwe Clinic,2300GOS2307 A,6,190,2,0,1,0,1,2,2,1,0,0,0,1,215,2,0,1,1,1,0,1,0,10,0,437,427
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,23,Tongwe Clinic,2300GOS2307 B,4,154,4,1,0,0,0,3,0,0,0,0,0,2,229,6,1,1,0,3,2,0,0,6,0,416,410
,,,,9 Polling Stations,Ward Total,51,1805,37,6,4,19,11,52,5,4,2,1,3,11,2326,31,4,12,3,11,7,4,7,71,0,4487,4416
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,24,Gwenungu Primary School,2300GOS2401 A,1,234,3,0,0,1,0,10,0,0,1,2,0,1,317,4,0,0,1,0,2,0,2,11,0,590,579
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,24,Gwenungu Primary School,2300GOS2401 B,4,237,1,0,0,5,1,11,0,0,2,0,0,2,299,7,2,0,0,0,1,1,3,19,0,595,576
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,24,Gwenya Primary School,2300GOS2402,5,119,2,0,0,0,3,2,0,0,0,0,1,0,372,3,0,1,1,1,1,0,0,12,0,523,511
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,24,Maliyami Primary School,2300GOS2403,2,290,2,2,0,0,1,7,0,1,0,0,1,1,318,1,0,2,0,0,1,0,0,11,0,640,629
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,24,Makadhi Business Centre Tent,2300GOS2404,1,32,2,0,0,1,0,3,0,0,0,0,0,0,507,0,0,3,0,0,1,0,0,10,0,560,550
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,24,Manhede Business Centre Tent,2300GOS2405,6,152,1,0,0,2,1,5,0,0,1,0,0,0,343,1,1,2,0,0,3,0,2,8,0,528,520
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,24,Mtangi SDA Primary School,2300GOS2406,7,173,0,0,0,1,0,1,0,0,0,0,0,0,233,0,1,0,0,0,0,1,1,6,0,424,418
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,24,Ndabambi Primary School,2300GOS2407,2,202,2,0,0,0,0,2,0,1,0,0,1,1,251,3,0,1,4,0,0,1,0,6,0,477,471
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,24,St Cuthbert Masoro Primary School,2300GOS2408 A,3,185,3,0,1,3,0,11,1,0,0,1,0,1,489,6,1,2,0,0,2,2,1,17,0,729,712
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,24,St Cuthbert Masoro Primary School,2300GOS2408 B,6,166,4,0,1,1,3,7,0,2,1,2,0,0,521,4,1,0,0,0,2,1,1,20,0,743,723
,,,,10 Polling Stations,Ward Total,37,1790,20,2,2,14,9,59,1,4,5,5,3,6,3650,29,6,11,6,1,13,6,10,120,0,5809,5689
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,25,Blue-gum Primary School,2300GOS2501,3,140,2,2,0,6,0,6,0,1,0,0,0,1,454,1,1,2,0,1,4,0,0,13,0,637,624
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,25,Chemowa Primary School,2300GOS2502,8,196,5,1,0,3,1,12,1,1,1,0,0,1,337,5,2,3,1,3,0,0,1,18,0,600,582
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,25,Chidoma Secondary School,2300GOS2503,5,230,7,2,2,4,4,8,0,1,0,0,0,3,457,2,1,2,1,1,1,0,1,11,0,743,732
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,25,Krima Primary School,2300GOS2504,6,230,0,0,2,0,3,7,0,1,0,0,1,0,395,4,0,0,0,1,1,0,2,12,0,665,653
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,25,Machengere Business Centre Tent,2300GOS2505,3,135,3,0,0,0,0,7,1,0,1,0,1,0,215,3,0,0,1,1,0,0,1,3,0,375,372
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,25,Mwembesi Primary School,2300GOS2506,3,125,0,0,0,0,0,2,0,0,0,0,0,1,361,4,0,0,1,0,0,0,0,10,0,507,497
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,25,Chevecheve Secondary School,2300GOS2507,4,264,3,1,0,0,2,6,1,2,2,1,0,0,457,7,0,0,1,2,3,2,2,11,0,771,760
,,,,7 Polling Stations,Ward Total,32,1320,20,6,4,13,10,48,3,6,4,1,2,6,2676,26,4,7,5,9,9,2,7,78,0,4298,4220
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,28,Raji Ministry of Transport Tent,2300GOS2801 A,3,64,1,1,0,2,1,3,0,1,0,0,0,1,398,2,0,0,0,0,1,0,0,18,0,496,478
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,28,Raji Ministry of Transport Tent,2300GOS2801 B,2,59,3,0,0,5,1,5,0,1,0,0,0,0,394,1,0,0,1,2,0,0,1,22,0,497,475
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,28,Stateland C/Empress Turn-Off Tent,2300GOS2802,2,40,0,0,0,1,0,1,0,1,0,0,0,0,259,1,0,0,0,0,0,0,0,2,0,307,305
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,28,Stateland B Tent,2300GOS2803,2,40,0,0,0,2,1,0,1,0,0,2,0,0,242,1,0,1,1,2,0,0,0,0,0,295,295
,,,,4 Polling Stations,Ward Total,9,203,4,1,0,10,3,9,1,3,0,2,0,1,1293,5,0,1,2,4,1,0,1,42,0,1595,1553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,33,BH 25 Tent,2300GOS3301,0,60,3,0,0,2,0,2,2,1,1,0,0,1,133,3,2,0,1,0,0,1,0,6,0,218,212
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,33,BH 28 Tent,2300GOS3302,2,162,3,0,2,2,0,2,0,1,0,1,1,4,508,3,0,0,2,0,2,0,0,8,0,703,695
Gokwe South,Gokwe Mapfungautsi,Gokwe South RDC,33,Nyamacheni Primary School,2300GOS3303,3,143,4,1,2,3,0,7,0,0,0,1,0,2,434,2,1,0,0,0,0,0,1,14,0,618,604
