MASHONALAND WEST PROVINCE: 2018 HARMONISED ELECTIONS PRESIDENTIAL ELECTION RESULTS:30 JULY 2018 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,POLLING CODE,"Busha Joseph Makamba
FreeZim Congress","Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive Party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
National Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Sanyati,Kadoma Central,Kadoma Municipality,10,Westview Primary School,2401KAD1003 A,2,342,0,0,0,0,0,1,0,0,0,0,0,0,107,0,0,1,2,0,0,0,0,1,0,456,455
Sanyati,Kadoma Central,Kadoma Municipality,10,Westview Primary School,2401KAD1003 B,0,306,0,0,0,0,0,1,0,0,0,0,0,0,118,0,0,0,6,0,0,0,0,9,0,440,431
,,,,,Ward Total,5,2051,0,0,2,1,4,13,0,0,0,0,1,0,1066,3,1,3,10,1,0,0,2,30,0,3193,3163
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanyati,Kadoma Central,Kadoma Municipality,11,Waverley Creche,2401KAD1101 A,0,339,3,0,0,2,0,3,0,0,0,0,0,0,214,0,1,0,0,1,0,0,0,8,0,571,563
Sanyati,Kadoma Central,Kadoma Municipality,11,Waverley Creche,2401KAD1101 B,0,345,1,0,2,0,2,1,4,0,0,0,0,0,177,0,0,1,0,0,0,0,0,14,0,547,533
Sanyati,Kadoma Central,Kadoma Municipality,11,Waverley Creche,2401KAD1101 C,1,364,2,0,0,0,1,2,0,0,0,0,0,0,187,0,1,0,0,0,0,0,0,2,0,560,558
Sanyati,Kadoma Central,Kadoma Municipality,11,Waverley Hall,2401KAD1102 A,0,317,0,0,0,0,0,1,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,5,0,487,482
Sanyati,Kadoma Central,Kadoma Municipality,11,Waverley Hall,2401KAD1102 B,0,312,0,0,0,1,0,1,0,1,1,0,0,0,191,1,0,0,1,1,0,0,0,7,0,517,510
,,,,,Ward Total,1,1677,6,0,2,3,3,8,4,1,1,0,0,0,933,1,2,1,1,2,0,0,0,36,0,2682,2646
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanyati,Kadoma Central,Kadoma Municipality,12,Kadoma Showgrounds,2401KAD1201 A,1,318,0,0,0,0,0,3,0,0,0,0,0,0,121,1,0,0,2,0,0,0,0,6,0,452,446
Sanyati,Kadoma Central,Kadoma Municipality,12,Kadoma Showgrounds,2401KAD1201 B,0,332,1,0,0,0,1,2,0,0,0,0,0,0,125,1,0,0,0,0,0,0,0,2,0,464,462
Sanyati,Kadoma Central,Kadoma Municipality,12,Lady Tait A Primary School,2401KAD1202,0,217,0,0,0,0,0,2,0,0,2,0,0,1,123,1,0,0,0,1,1,0,0,10,0,358,348
Sanyati,Kadoma Central,Kadoma Municipality,12,Lady Tait B Primary School,2401KAD1203,5,458,1,1,0,1,0,5,0,1,0,0,0,0,237,0,0,1,1,0,0,0,0,5,0,716,711
,,,,,Ward Total,6,1325,2,1,0,1,1,12,0,1,2,0,0,1,606,3,0,1,3,1,1,0,0,23,0,1990,1967
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanyati,Kadoma Central,Kadoma Municipality,13,Munhumutapa A Primary School,2401KAD1301 A,1,439,0,0,0,0,3,1,0,0,0,0,0,1,214,0,0,0,1,1,0,1,0,7,0,669,662
Sanyati,Kadoma Central,Kadoma Municipality,13,Munhumutapa A Primary School,2401KAD1301 B,1,430,0,0,1,0,1,2,0,1,0,1,0,1,191,0,0,1,1,0,1,0,0,15,0,647,632
Sanyati,Kadoma Central,Kadoma Municipality,13,Munhumutapa A Primary School,2401KAD1301 C,1,433,0,0,1,0,2,3,0,0,0,0,0,0,222,0,0,0,2,0,0,0,0,7,0,671,664
Sanyati,Kadoma Central,Kadoma Municipality,13,Munhumutapa B Primary School,2401KAD1302,1,271,0,2,0,1,1,9,0,0,1,0,1,1,368,0,0,1,2,2,2,0,1,12,0,676,664
Sanyati,Kadoma Central,Kadoma Municipality,13,Rimuka 2 High School,2401KAD1303,1,306,0,0,0,0,1,1,1,0,0,0,0,0,163,0,0,0,1,0,0,0,0,6,0,480,474
,,,,,Ward Total,5,1879,0,2,2,1,8,16,1,1,1,1,1,3,1158,0,0,2,7,3,3,1,1,47,0,3143,3096
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanyati,Kadoma Central,Kadoma Municipality,17,Rimuka 3 High School,2401KAD1701,0,397,0,0,0,0,0,2,1,0,0,0,0,0,240,0,0,0,0,0,0,0,0,12,0,652,640
Sanyati,Kadoma Central,Kadoma Municipality,17,Waverley Primary School,2401KAD1702,1,469,0,0,0,1,0,4,0,0,0,0,0,0,256,1,0,0,0,2,0,0,0,5,0,739,734
,,,,,Ward Total,1,866,0,0,0,1,0,6,1,0,0,0,0,0,496,1,0,0,0,2,0,0,0,17,0,1391,1374
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,CONSTITUENCY TOTAL,51,19190,26,4,9,16,41,120,13,3,9,2,3,7,9981,39,9,28,71,13,8,7,11,356,0,30017,29661
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Sanyati,Sanyati,Sanyati RDC,6,Chengwe Primary School,2400SAN0601,3,107,2,0,0,1,2,2,0,0,1,0,0,0,295,0,0,0,1,0,1,0,0,3,0,418,415
Sanyati,Sanyati,Sanyati RDC,6,Javachava Primary School,2400SAN0602,0,64,0,0,0,1,0,1,0,0,0,0,0,0,167,1,0,1,0,1,0,0,0,4,0,240,236
Sanyati,Sanyati,Sanyati RDC,6,Jompani Primary School,2400SAN0603,2,50,0,1,0,1,2,2,1,0,0,0,0,0,322,0,0,1,2,0,0,0,1,3,0,388,385
Sanyati,Sanyati,Sanyati RDC,6,Jompani Secondary School,2400SAN0604,0,93,2,0,2,2,0,3,0,0,0,1,0,0,430,3,1,0,0,1,1,1,1,1,0,542,541
,,,,,Ward Total,5,314,4,1,2,5,4,8,1,0,1,1,0,0,1214,4,1,2,3,2,2,1,2,11,0,1588,1577
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanyati,Sanyati,Sanyati RDC,8,Dubungwani Primary School,2400SAN0801,3,62,4,0,0,1,0,4,1,0,0,1,0,1,319,0,0,0,0,0,1,0,0,4,0,401,397
Sanyati,Sanyati,Sanyati RDC,8,Makwechere Primary School,2400SAN0802,0,156,1,0,0,0,2,5,0,1,0,0,1,2,497,0,0,0,1,0,0,1,2,13,0,682,669
,,,,,Ward Total,3,218,5,0,0,1,2,9,1,1,0,1,1,3,816,0,0,0,1,0,1,1,2,17,0,1083,1066
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanyati,Sanyati,Sanyati RDC,9,Chirikiti Primary School,2400SAN0901,4,185,2,0,0,1,0,6,1,0,0,1,0,0,242,2,2,0,4,1,0,0,0,6,0,457,451
Sanyati,Sanyati,Sanyati RDC,9,Gambiza Primary School,2400SAN0902,2,156,3,0,0,3,0,6,0,0,0,0,0,1,289,0,0,0,1,1,1,0,0,7,0,470,463
,,,,,Ward Total,6,341,5,0,0,4,0,12,1,0,0,1,0,1,531,2,2,0,5,2,1,0,0,13,0,927,914
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanyati,Sanyati,Sanyati RDC,10,Kasirisiri Primary School,2400SAN1001,4,139,1,0,1,3,3,3,1,0,2,0,1,2,509,5,1,4,1,0,0,0,1,10,0,691,681
Sanyati,Sanyati,Sanyati RDC,10,Neuso Primary School,2400SAN1002 A,0,225,2,2,0,2,1,11,0,0,2,0,0,0,370,3,0,0,2,1,0,0,1,6,0,628,622
Sanyati,Sanyati,Sanyati RDC,10,Neuso Primary School,2400SAN1002 B,3,272,5,0,1,2,1,4,0,0,1,0,0,0,324,1,0,1,2,0,1,1,1,18,0,638,620
,,,,,Ward Total,7,636,8,2,2,7,5,18,1,0,5,0,1,2,1203,9,1,5,5,1,1,1,3,34,0,1957,1923
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanyati,Sanyati,Sanyati RDC,11,Old Geja Clinic,2400SAN1101,1,79,0,0,0,0,1,2,0,2,0,0,0,2,139,1,1,0,2,1,0,0,1,6,0,238,232
Sanyati,Sanyati,Sanyati RDC,11,Sanyati Baptist Primary School,2400SAN1102,5,411,4,0,1,0,3,5,0,0,0,0,0,1,226,1,0,1,0,1,0,1,0,23,0,683,660
Sanyati,Sanyati,Sanyati RDC,11,St Charles Primary School,2400SAN1103,3,232,0,0,1,4,0,8,0,2,0,0,0,0,410,1,0,0,4,4,1,0,0,20,0,690,670
Sanyati,Sanyati,Sanyati RDC,11,Wozhele Business Centre Tent,2400SAN1104,5,289,3,0,0,3,2,9,1,0,0,0,0,0,319,1,1,0,0,2,2,1,2,9,0,649,640
Sanyati,Sanyati,Sanyati RDC,11,Wozhele Primary School,2400SAN1105,3,230,1,0,0,2,0,6,0,0,0,0,0,1,245,2,0,0,0,0,2,0,0,10,0,502,492
,,,,,Ward Total,17,1241,8,0,2,9,6,30,1,4,0,0,0,4,1339,6,2,1,6,8,5,2,3,68,0,2762,2694
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanyati,Sanyati,Sanyati RDC,12,DDF Rest Camp (Gowe) Tent,2400SAN1201,8,291,0,1,0,3,3,2,1,1,2,1,0,1,415,2,1,1,1,0,0,0,0,4,0,738,734
Sanyati,Sanyati,Sanyati RDC,12,Lozane Primary School,2400SAN1202,5,192,1,0,0,2,3,8,0,0,0,1,2,0,396,4,0,1,1,0,1,1,1,20,0,639,619
Sanyati,Sanyati,Sanyati RDC,12,Maganyani Dip Tank Tent,2400SAN1203,7,370,5,0,1,5,1,4,0,0,1,0,0,0,274,7,0,4,4,0,1,1,2,9,0,696,687
Sanyati,Sanyati,Sanyati RDC,12,Renje Primary School,2400SAN1204,0,144,0,0,0,2,1,1,0,0,0,0,0,0,66,2,0,0,0,0,0,0,0,1,0,217,216
,,,,,Ward Total,20,997,6,1,1,12,8,15,1,1,3,2,2,1,1151,15,1,6,6,0,2,2,3,34,0,2290,2256
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanyati,Sanyati,Sanyati RDC,13,St Jodokas Primary School,2400SAN1301,0,42,0,0,0,0,0,0,0,0,0,0,0,0,108,2,0,1,1,0,0,0,0,2,0,156,154
Sanyati,Sanyati,Sanyati RDC,13,Zengeza Business Centre Tent,2400SAN1302,0,57,0,0,0,1,0,1,0,0,1,0,0,0,147,0,0,0,0,0,0,0,0,2,0,209,207
,,,,,Ward Total,0,99,0,0,0,1,0,1,0,0,1,0,0,0,255,2,0,1,1,0,0,0,0,4,0,365,361
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanyati,Sanyati,Sanyati RDC,14,Moyomusante Primary School,2400SAN1401,3,94,1,0,0,0,1,2,0,1,0,0,0,0,113,0,0,0,0,0,0,1,0,2,0,218,216
Sanyati,Sanyati,Sanyati RDC,14,Nyamakare Primary School,2400SAN1402,2,73,0,0,1,0,0,3,0,0,0,0,0,0,148,0,2,0,7,0,0,0,1,0,0,237,237
,,,,,Ward Total,5,167,1,0,1,0,1,5,0,1,0,0,0,0,261,0,2,0,7,0,0,1,1,2,0,455,453
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanyati,Sanyati,Sanyati RDC,15,Nyabango Clinic,2400SAN1501,0,33,2,0,0,1,1,2,0,0,1,0,0,0,227,3,0,0,0,0,0,0,0,2,0,272,270
Sanyati,Sanyati,Sanyati RDC,15,Nyabango Primary School,2400SAN1502,0,66,0,0,0,0,0,0,0,0,0,2,0,0,82,1,0,0,1,1,0,0,0,4,0,157,153
,,,,,Ward Total,0,99,2,0,0,1,1,2,0,0,1,2,0,0,309,4,0,0,1,1,0,0,0,6,0,429,423
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanyati,Sanyati,Sanyati RDC,16,Gadza Primary School,2400SAN1602,6,58,0,0,1,3,2,0,2,1,0,0,0,0,257,1,0,0,1,0,0,0,0,11,0,343,332
Sanyati,Sanyati,Sanyati RDC,16,Hwakwa Primary School,2400SAN1603,0,41,0,0,0,2,0,2,0,0,1,0,0,1,296,1,0,0,1,2,0,0,0,11,0,358,347
Sanyati,Sanyati,Sanyati RDC,16,Madzivaenzou Primary School,2400SAN1604,1,37,1,0,0,3,0,1,1,1,0,0,0,2,499,1,0,0,4,2,0,0,0,11,0,564,553
Sanyati,Sanyati,Sanyati RDC,16,Nyaunde Primary School,2400SAN1605,3,56,2,1,0,2,0,2,0,0,0,0,0,1,338,1,1,0,0,0,0,0,1,12,0,420,408
Sanyati,Sanyati,Sanyati RDC,16,Rusvingo Primary School,2400SAN1606,2,72,0,0,1,0,2,0,0,0,0,0,0,0,235,2,2,0,1,0,0,0,0,10,0,327,317
Sanyati,Sanyati,Sanyati RDC,16,Sarukweza Primary School,2400SAN1607,1,14,2,0,1,0,0,0,0,0,0,1,1,3,321,2,0,0,0,0,0,0,0,15,,361,346
,,,,,Ward Total,13,278,5,1,3,10,4,5,3,2,1,1,1,7,1946,8,3,0,7,4,0,0,1,70,0,2373,2303
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanyati,Sanyati,Sanyati RDC,17,Chehamba Primary School,2400SAN1701,4,61,0,0,0,1,0,1,0,0,0,0,0,2,512,0,0,0,1,1,1,1,1,4,0,590,586
Sanyati,Sanyati,Sanyati RDC,17,Chemaware Primary School,2400SAN1702,0,66,4,0,1,2,2,6,0,0,0,2,0,0,349,1,0,0,2,0,0,0,0,21,0,456,435
Sanyati,Sanyati,Sanyati RDC,17,Gadza Dip Tank Tent,2400SAN1704,0,38,4,1,1,1,0,4,0,0,0,1,0,0,307,0,1,0,0,1,0,0,0,9,0,368,359
Sanyati,Sanyati,Sanyati RDC,17,Mucheki Primary School,2400SAN1705,6,76,3,0,0,1,2,2,0,0,0,0,0,1,367,0,0,0,1,1,0,1,0,9,0,470,461
Sanyati,Sanyati,Sanyati RDC,17,Mupfundahoko Primary School,2400SAN1706,2,23,0,0,0,1,0,1,0,0,1,1,0,0,102,0,1,0,0,0,0,0,0,6,0,138,132
Sanyati,Sanyati,Sanyati RDC,17,Nyaunde Secondary School,2400SAN1707,0,28,1,0,0,2,0,0,0,0,0,0,0,0,154,2,0,1,2,0,0,0,0,3,0,193,190
,,,,,Ward Total,12,292,12,1,2,8,4,14,0,0,1,4,0,3,1791,3,2,1,6,3,1,2,1,52,0,2215,2163
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanyati,Sanyati,Sanyati RDC,18,Chiguvare Primary School,2400SAN1801,0,337,1,0,0,0,0,2,0,0,0,0,0,0,155,0,0,0,2,0,0,0,0,2,0,499,497
Sanyati,Sanyati,Sanyati RDC,18,Sanyati Government Secondary School,2400SAN1802 A,0,242,1,0,0,0,0,3,0,0,0,0,0,0,182,1,0,0,0,0,1,0,0,6,0,436,430
Sanyati,Sanyati,Sanyati RDC,18,Sanyati Government Secondary School,2400SAN1802 B,1,258,0,0,0,1,1,2,0,0,0,0,0,0,194,1,0,1,1,0,0,1,0,2,0,463,461
,,,,,Ward Total,1,837,2,0,0,1,1,7,0,0,0,0,0,0,531,2,0,1,3,0,1,1,0,10,0,1398,1388
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,CONSTITUENCY TOTAL,89,5519,58,6,13,59,36,126,9,9,13,12,5,21,11347,55,14,17,51,21,14,11,16,321,0,17842,17521
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvimba,Zvimba East,Zvimba RDC,20,Chilsanga Farm Tent,8600ZVI2001,5,144,1,0,0,1,0,3,0,1,0,1,0,0,350,4,0,0,1,3,3,3,0,15,0,535,520
Zvimba,Zvimba East,Zvimba RDC,20,Excelsior Estate Tent,8600ZVI2002,3,51,0,0,0,0,0,3,1,0,0,0,0,1,144,1,0,0,0,1,0,0,0,5,0,210,205
Zvimba,Zvimba East,Zvimba RDC,20,Mapinga Siding Primary School,8600ZVI2003,4,190,1,0,2,2,1,6,1,0,0,0,0,0,351,0,0,0,7,0,2,0,1,14,0,582,568
Zvimba,Zvimba East,Zvimba RDC,20,Mgwaco Farm Tent,8600ZVI2004,4,138,3,1,0,5,3,3,0,0,0,2,0,2,227,2,0,1,1,0,1,0,0,4,0,397,393
Zvimba,Zvimba East,Zvimba RDC,20,Munhondo Primary School,8600ZVI2005,1,78,0,0,1,4,1,3,0,0,0,0,0,1,298,0,0,0,0,0,0,0,0,7,0,394,387
Zvimba,Zvimba East,Zvimba RDC,20,Rukoba Primary School,8600ZVI2006,0,35,0,0,0,0,0,1,0,0,0,0,0,0,59,1,0,0,1,1,0,0,0,4,0,102,98
Zvimba,Zvimba East,Zvimba RDC,20,Shipton Farm Tent,8600ZVI2007,0,154,2,1,0,0,0,1,0,0,0,0,0,1,357,2,2,0,3,2,0,0,2,5,0,532,527
,,,,,Ward Total,17,790,7,2,3,12,5,20,2,1,0,3,0,5,1786,10,2,1,13,7,6,3,3,54,0,2752,2698
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvimba,Zvimba East,Zvimba RDC,24,Cornway College,8600ZVI2401,0,252,0,0,0,0,0,2,0,0,0,0,0,0,103,1,1,0,0,0,0,0,0,6,0,365,359
Zvimba,Zvimba East,Zvimba RDC,24,Gwebi College,8600ZVI2402,0,137,0,0,0,0,0,0,0,0,1,0,0,0,145,0,0,0,0,0,0,0,0,10,0,293,283
Zvimba,Zvimba East,Zvimba RDC,24,Lumandar Farm Tent,8600ZVI2403,1,391,1,0,0,0,1,2,0,0,1,0,0,1,138,2,0,0,7,1,0,1,1,8,0,556,548
Zvimba,Zvimba East,Zvimba RDC,24,Kuwadzana Salvation Army Primary School,8600ZVI2404,0,229,1,0,0,0,1,1,1,0,0,0,0,0,247,1,1,0,0,0,0,0,0,6,0,488,482
Zvimba,Zvimba East,Zvimba RDC,24,Marcon Farm Tent,8600ZVI2405,1,127,0,0,0,1,1,3,0,0,1,0,0,1,212,0,0,1,0,0,0,1,0,13,0,362,349
Zvimba,Zvimba East,Zvimba RDC,24,Mt Hampden Tsikwi Tent,8600ZVI2406,2,171,1,0,0,0,1,2,1,0,0,0,1,0,155,1,0,3,0,0,0,0,0,4,0,342,338
Zvimba,Zvimba East,Zvimba RDC,24,St Marnocks Primary School,8600ZVI2407,4,484,2,0,0,0,2,6,0,3,0,2,1,1,208,2,0,1,5,0,0,0,0,8,0,729,721
,,,,,Ward Total,8,1791,5,0,0,1,6,16,2,3,3,2,2,3,1208,7,2,5,12,1,0,2,1,55,0,3135,3080
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvimba,Zvimba East,Zvimba RDC,25,Gordonia Farm Tent,8600ZVI2501,0,15,0,0,0,0,0,1,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,3,0,55,52
Zvimba,Zvimba East,Zvimba RDC,25,Msasa Farm Tent,8600ZVI2502,0,57,2,0,1,1,1,3,0,0,0,0,0,0,116,0,0,0,0,0,1,0,0,17,0,199,182
Zvimba,Zvimba East,Zvimba RDC,25,Parklands Farm Tent,8600ZVI2503,0,173,2,0,0,0,1,3,0,0,0,0,0,0,85,1,1,1,2,0,0,0,0,19,0,288,269
Zvimba,Zvimba East,Zvimba RDC,25,Porta Primary School,8600ZVI2504,0,359,2,0,1,1,0,2,0,0,0,0,0,0,338,1,0,1,6,0,1,0,0,9,0,721,712
Zvimba,Zvimba East,Zvimba RDC,25,Royden Primary School,8600ZVI2505,3,42,0,0,0,0,0,0,0,0,0,0,0,0,237,1,0,0,0,0,0,0,0,2,0,285,283
Zvimba,Zvimba East,Zvimba RDC,25,Saffron Walden Farm Tent,8600ZVI2506,3,82,0,0,0,0,1,6,0,0,0,0,0,1,178,1,1,0,0,1,0,0,0,2,0,276,274
Zvimba,Zvimba East,Zvimba RDC,25,Sunnyside Farm Tent,8600ZVI2507,4,128,4,0,0,1,0,7,0,0,0,0,0,0,516,1,0,1,0,0,0,0,1,5,0,668,663
Zvimba,Zvimba East,Zvimba RDC,25,Umzururu Primary School,8600ZVI2508,0,171,0,0,0,0,0,3,0,0,0,0,0,0,360,1,0,0,0,1,0,1,0,11,0,548,537
,,,,,Ward Total,10,1027,10,0,2,3,3,25,0,0,0,0,0,1,1866,6,2,3,8,2,2,1,1,68,0,3040,2972
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvimba,Zvimba East,Zvimba RDC,26,Cardiff Primary School,8600ZVI2601,3,110,3,0,0,1,2,6,0,0,0,0,0,1,391,2,0,2,0,1,2,2,1,9,0,536,527
Zvimba,Zvimba East,Zvimba RDC,26,Doynton Settlement Primary School,8600ZVI2602,0,26,0,0,0,0,1,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,108,108
Zvimba,Zvimba East,Zvimba RDC,26,Hilbre Primary School,8600ZVI2603 A,1,51,1,0,0,1,1,0,0,0,0,0,0,1,362,0,0,0,1,0,0,0,0,24,0,443,419
Zvimba,Zvimba East,Zvimba RDC,26,Hilbre Primary School,8600ZVI2603 B,1,57,2,0,0,1,0,1,1,0,0,2,0,0,362,1,0,1,0,1,0,1,0,5,0,436,431
Zvimba,Zvimba East,Zvimba RDC,26,Inkomo A Tent,8600ZVI2604 A,1,173,0,1,0,1,0,0,0,0,0,0,0,0,621,1,0,0,0,0,0,0,0,10,0,808,798
Zvimba,Zvimba East,Zvimba RDC,26,Inkomo A Tent,8600ZVI2604 B,1,162,1,1,0,3,1,1,0,0,0,0,0,0,614,0,0,0,1,0,0,0,0,10,0,795,785
Zvimba,Zvimba East,Zvimba RDC,26,Inkomo B Tent,8600ZVI2605 A,2,131,0,0,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,1,0,1,12,0,716,704
Zvimba,Zvimba East,Zvimba RDC,26,Inkomo B Tent,8600ZVI2605 B,0,154,1,0,0,0,0,0,0,0,0,0,0,0,534,1,1,0,0,0,0,0,0,5,0,696,691
Zvimba,Zvimba East,Zvimba RDC,26,Inkomo B Tent,8600ZVI2605 C,0,139,1,0,0,0,1,1,0,0,0,0,0,0,551,0,0,0,1,0,0,0,0,13,0,707,694
Zvimba,Zvimba East,Zvimba RDC,26,Little England Farm Tent,8600ZVI2606,3,71,1,0,0,0,0,3,0,0,0,0,1,1,242,0,0,0,0,0,0,0,0,8,0,330,322
Zvimba,Zvimba East,Zvimba RDC,26,Nyabira Primary School,8600ZVI2607 A,1,388,3,0,0,0,1,8,0,1,1,1,0,0,295,3,0,0,3,0,2,0,0,11,0,718,707
Zvimba,Zvimba East,Zvimba RDC,26,Nyabira Primary School,8600ZVI2607 B,0,383,2,1,1,0,1,5,1,1,0,0,0,0,309,2,2,1,5,0,0,0,0,13,0,727,714
Zvimba,Zvimba East,Zvimba RDC,26,Nyavira Secondary School,8600ZVI2608,1,211,0,0,0,0,0,0,0,0,0,0,0,1,117,1,0,1,1,0,0,0,0,8,0,341,333
Zvimba,Zvimba East,Zvimba RDC,26,Sodbury Secondary School,8600ZVI2609,1,96,2,1,0,1,0,1,0,0,2,0,0,1,359,2,1,0,0,1,0,1,0,8,0,477,469
Zvimba,Zvimba East,Zvimba RDC,26,Tarnagulla Farm Tent,8600ZVI2610,0,83,1,0,0,0,0,3,0,0,0,0,0,1,164,0,0,1,2,0,0,0,0,8,0,263,255
Zvimba,Zvimba East,Zvimba RDC,26,Upwey Farm Tent,8600ZVI2611,1,30,1,0,0,0,0,1,0,0,1,0,0,0,233,0,0,0,0,0,1,1,0,4,0,273,269
,,,,,Ward Total,16,2265,19,4,1,8,8,30,2,2,4,3,1,6,5804,13,4,6,14,3,6,5,2,148,0,8374,8226
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvimba,Zvimba East,Zvimba RDC,35,Alpha Brick Primary School,8600ZVI3501 A,3,439,2,0,1,2,2,9,0,0,0,0,2,1,236,2,0,4,1,0,0,0,0,13,0,717,704
Zvimba,Zvimba East,Zvimba RDC,35,Alpha Brick Primary School,8600ZVI3501 B,1,454,1,0,0,2,0,7,0,1,0,0,0,1,221,2,1,4,3,2,0,1,0,7,0,708,701
Zvimba,Zvimba East,Zvimba RDC,35,Amalinde Farm Tent,8600ZVI3502 A,1,317,0,0,0,0,0,3,0,1,0,0,1,0,119,0,0,0,1,1,0,1,0,2,0,447,445
Zvimba,Zvimba East,Zvimba RDC,35,Amalinde Farm Tent,8600ZVI3502 B,0,307,0,0,0,0,0,2,1,0,0,0,0,0,136,1,0,0,0,1,0,0,2,5,0,455,450
Zvimba,Zvimba East,Zvimba RDC,35,Herbert Chitepo Primary School,8600ZVI3503,6,423,1,0,0,2,1,7,0,0,0,0,0,0,326,5,3,1,2,0,0,1,0,10,0,788,778
Zvimba,Zvimba East,Zvimba RDC,35,Homefield Zimcare Trust,8600ZVI3504,1,518,5,0,0,0,1,8,0,0,0,0,0,1,199,2,0,2,0,0,0,0,0,5,0,742,737
Zvimba,Zvimba East,Zvimba RDC,35,JS Omar A Primary School,8600ZVI3505 A,0,696,1,0,0,0,0,3,0,0,0,0,0,0,135,0,0,1,0,0,0,1,0,2,0,839,837
Zvimba,Zvimba East,Zvimba RDC,35,JS Omar A Primary School,8600ZVI3505 B,2,702,0,0,0,0,1,0,1,0,0,0,0,0,137,0,1,1,1,0,0,0,0,8,0,854,846
Zvimba,Zvimba East,Zvimba RDC,35,J S Omar B Primary School,8600ZVI3506 A,0,593,0,0,0,0,2,2,0,0,0,0,0,0,117,1,0,0,1,0,0,0,0,7,0,723,716
Zvimba,Zvimba East,Zvimba RDC,35,J S Omar B Primary School,8600ZVI3506 B,1,613,0,0,0,0,0,3,0,1,0,0,0,0,111,3,0,0,0,0,0,0,0,3,0,735,732
Zvimba,Zvimba East,Zvimba RDC,35,Kangere Shoping Centre Tent,8600ZVI3507 A,3,401,1,0,1,3,0,3,0,0,0,0,0,1,219,1,0,0,0,0,0,0,0,8,0,641,633
Zvimba,Zvimba East,Zvimba RDC,35,Kangere Shoping Centre Tent,8600ZVI3507 B,0,406,1,0,0,2,1,3,0,0,0,1,0,0,229,2,0,1,0,0,0,1,0,1,0,648,647
